Date,Supplier,Country,Manufacturer,Region,Warehouse,Distribution_Center,Product,Quantity,Unit_Cost,Transport_Cost,Delivery_Time (days),Delay (days),Revenue,Mode_Of_Transport
2024-05-06,Supplier_B,USA,Manu_Y,Europe,WH_Chicago,DC_Paris,Router,805,236,17,10,1,247135,Air
2024-12-04,Supplier_D,India,Manu_X,America,WH_Delhi,DC_Seoul,Monitor,1173,210,90,4,0,363630,Truck
2024-08-08,Supplier_B,Germany,Manu_X,Europe,WH_SaoPaulo,DC_Seoul,Router,1060,292,68,4,0,415520,Sea
2024-12-26,Supplier_C,USA,Manu_Y,Europe,WH_Delhi,DC_Toronto,Laptop,1480,174,41,9,0,290080,Sea
2023-12-08,Supplier_B,China,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Monitor,468,218,81,7,1,113256,Truck
2024-11-20,Supplier_B,USA,Manu_X,Asia,WH_Delhi,DC_Rio,Tablet,1123,224,81,5,0,361606,Truck
2025-07-04,Supplier_B,China,Manu_X,Europe,WH_Tokyo,DC_Rio,Monitor,867,244,48,5,0,275706,Truck
2025-02-07,Supplier_B,Brazil,Manu_Y,America,WH_Chicago,DC_Paris,Tablet,923,155,13,8,0,205829,Truck
2024-04-02,Supplier_A,Brazil,Manu_Z,Europe,WH_Berlin,DC_Seoul,Tablet,1530,184,45,2,2,328950,Air
2024-07-23,Supplier_C,Japan,Manu_X,Europe,WH_Delhi,DC_Rio,Tablet,856,295,34,9,0,288472,Truck
2024-10-17,Supplier_B,Germany,Manu_Y,America,WH_Berlin,DC_Seoul,Laptop,874,288,65,6,0,326876,Rail
2025-01-01,Supplier_B,India,Manu_Y,America,WH_Tokyo,DC_Seoul,Monitor,293,273,79,10,0,104601,Truck
2023-11-05,Supplier_A,Japan,Manu_Z,Asia,WH_Tokyo,DC_Paris,Laptop,127,118,72,7,1,22987,Truck
2025-02-16,Supplier_C,China,Manu_Y,Europe,WH_Berlin,DC_Seoul,Monitor,163,86,100,9,0,26243,Rail
2025-01-13,Supplier_C,India,Manu_Y,America,WH_SaoPaulo,DC_Toronto,Monitor,220,295,12,10,0,80740,Truck
2023-09-29,Supplier_A,Japan,Manu_Z,America,WH_Tokyo,DC_Paris,Tablet,1053,289,77,8,0,355914,Sea
2024-10-03,Supplier_C,Japan,Manu_Z,America,WH_Tokyo,DC_Seoul,Tablet,1296,107,12,2,1,265680,Rail
2024-11-14,Supplier_B,Brazil,Manu_Y,Europe,WH_Berlin,DC_Mumbai,Laptop,1836,209,53,9,0,506736,Sea
2024-02-14,Supplier_A,USA,Manu_Y,America,WH_SaoPaulo,DC_Rio,Monitor,1468,173,90,10,0,391956,Sea
2025-01-26,Supplier_D,Brazil,Manu_X,Europe,WH_Delhi,DC_Mumbai,Phone,1574,227,13,7,0,475348,Truck
2024-09-25,Supplier_D,India,Manu_X,Asia,WH_Delhi,DC_Paris,Phone,1313,268,22,4,0,412282,Truck
2025-06-28,Supplier_B,Brazil,Manu_Y,Europe,WH_SaoPaulo,DC_Mumbai,Router,1351,272,57,10,2,470148,Truck
2024-11-01,Supplier_C,Japan,Manu_Z,Europe,WH_Tokyo,DC_Seoul,Monitor,1395,261,66,8,1,488250,Rail
2025-05-04,Supplier_C,India,Manu_Y,Europe,WH_Chicago,DC_Seoul,Tablet,1608,267,83,5,0,580488,Truck
2023-10-08,Supplier_D,India,Manu_Y,America,WH_Chicago,DC_Seoul,Router,1866,115,80,3,0,261240,Rail
2023-09-22,Supplier_A,USA,Manu_Z,Europe,WH_Delhi,DC_Mumbai,Router,1376,121,86,9,0,298592,Sea
2024-03-15,Supplier_D,Brazil,Manu_X,America,WH_SaoPaulo,DC_Seoul,Laptop,399,211,83,5,0,106533,Air
2024-07-04,Supplier_C,Japan,Manu_Y,Asia,WH_SaoPaulo,DC_Rio,Phone,1229,270,76,5,1,382219,Sea
2024-11-12,Supplier_A,USA,Manu_Y,America,WH_Chicago,DC_Mumbai,Monitor,164,287,53,8,1,52480,Rail
2025-01-18,Supplier_B,India,Manu_X,Europe,WH_SaoPaulo,DC_Paris,Monitor,977,225,76,9,0,256951,Sea
2025-03-19,Supplier_C,Germany,Manu_Z,Asia,WH_Chicago,DC_Seoul,Laptop,1354,252,61,7,1,448174,Air
2024-12-17,Supplier_D,India,Manu_Z,Asia,WH_Chicago,DC_Rio,Monitor,1166,131,60,2,0,213378,Rail
2024-06-10,Supplier_D,Japan,Manu_Y,Europe,WH_SaoPaulo,DC_Rio,Laptop,1392,119,22,2,1,271440,Rail
2023-10-29,Supplier_B,India,Manu_X,Asia,WH_Delhi,DC_Seoul,Tablet,953,167,72,4,1,224908,Truck
2024-06-08,Supplier_B,USA,Manu_Y,America,WH_Delhi,DC_Paris,Router,986,179,26,10,2,217906,Truck
2023-08-20,Supplier_C,USA,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Tablet,1929,208,83,4,1,559410,Air
2024-04-06,Supplier_A,Japan,Manu_Y,Europe,WH_Berlin,DC_Rio,Monitor,925,149,90,8,0,201650,Air
2024-10-18,Supplier_A,India,Manu_Y,Asia,WH_SaoPaulo,DC_Mumbai,Router,308,123,16,7,3,60368,Rail
2025-03-08,Supplier_A,USA,Manu_Y,America,WH_SaoPaulo,DC_Rio,Laptop,776,182,28,6,2,171496,Sea
2023-08-17,Supplier_B,Germany,Manu_Y,Europe,WH_Chicago,DC_Toronto,Router,1160,142,84,10,2,233160,Truck
2023-09-29,Supplier_A,Japan,Manu_Z,Asia,WH_SaoPaulo,DC_Seoul,Laptop,226,255,60,7,0,71642,Rail
2024-03-20,Supplier_A,Germany,Manu_Y,America,WH_Berlin,DC_Mumbai,Monitor,1399,94,46,7,0,191663,Rail
2025-02-28,Supplier_A,Brazil,Manu_X,America,WH_Tokyo,DC_Paris,Router,231,201,26,3,1,68376,Rail
2025-04-12,Supplier_B,USA,Manu_Z,America,WH_Delhi,DC_Toronto,Laptop,1884,101,71,10,0,243036,Air
2024-05-26,Supplier_A,Japan,Manu_Y,Europe,WH_Tokyo,DC_Seoul,Router,1807,227,92,4,0,524030,Truck
2024-07-29,Supplier_D,Japan,Manu_X,Asia,WH_Chicago,DC_Toronto,Router,1166,268,45,3,1,383614,Air
2025-01-24,Supplier_C,USA,Manu_Y,America,WH_Delhi,DC_Paris,Laptop,128,105,42,8,0,25984,Sea
2024-03-11,Supplier_A,Germany,Manu_Z,Europe,WH_SaoPaulo,DC_Toronto,Tablet,835,71,51,6,1,112725,Air
2024-09-28,Supplier_A,China,Manu_X,America,WH_Delhi,DC_Seoul,Router,1268,148,82,6,2,262476,Truck
2025-05-06,Supplier_C,USA,Manu_X,America,WH_Berlin,DC_Paris,Monitor,1785,58,89,8,1,174930,Truck
2025-07-08,Supplier_D,Brazil,Manu_X,Asia,WH_Delhi,DC_Rio,Tablet,438,247,54,10,0,127458,Sea
2025-02-10,Supplier_D,Brazil,Manu_Z,Asia,WH_Tokyo,DC_Toronto,Phone,614,182,96,7,0,134466,Truck
2025-02-14,Supplier_A,Japan,Manu_Y,Europe,WH_Tokyo,DC_Paris,Phone,1700,239,42,4,0,542300,Air
2023-11-01,Supplier_A,Brazil,Manu_Y,Europe,WH_Tokyo,DC_Rio,Phone,1828,170,41,10,0,403988,Truck
2024-09-01,Supplier_D,Germany,Manu_X,Asia,WH_Berlin,DC_Rio,Router,497,75,82,2,1,62125,Truck
2024-07-23,Supplier_B,Brazil,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Router,491,129,10,6,0,88380,Rail
2024-05-12,Supplier_C,India,Manu_Y,Asia,WH_SaoPaulo,DC_Toronto,Laptop,1974,51,11,5,1,234906,Truck
2024-11-08,Supplier_D,USA,Manu_Z,Europe,WH_Delhi,DC_Paris,Tablet,579,71,38,8,0,78744,Rail
2024-12-18,Supplier_B,Brazil,Manu_X,Asia,WH_Berlin,DC_Paris,Router,823,179,50,6,2,211511,Sea
2023-10-26,Supplier_B,Brazil,Manu_Y,Asia,WH_Tokyo,DC_Rio,Router,299,179,16,9,0,59800,Rail
2025-02-22,Supplier_B,Japan,Manu_Z,America,WH_Delhi,DC_Paris,Phone,1325,125,94,7,2,192125,Rail
2024-07-23,Supplier_C,India,Manu_Z,America,WH_Chicago,DC_Mumbai,Laptop,263,253,81,5,1,80215,Sea
2024-08-28,Supplier_A,India,Manu_Y,Asia,WH_Tokyo,DC_Seoul,Tablet,287,122,81,4,0,51947,Truck
2025-03-26,Supplier_A,Japan,Manu_Y,America,WH_Delhi,DC_Rio,Router,1684,297,19,6,0,557404,Rail
2025-06-03,Supplier_B,China,Manu_X,America,WH_Chicago,DC_Mumbai,Phone,1176,229,44,9,0,381024,Rail
2023-10-27,Supplier_D,USA,Manu_Y,Asia,WH_Chicago,DC_Rio,Monitor,324,273,48,3,2,104328,Rail
2024-03-31,Supplier_A,Brazil,Manu_Y,Asia,WH_Delhi,DC_Mumbai,Laptop,245,72,27,10,0,41405,Sea
2024-02-05,Supplier_D,China,Manu_X,Europe,WH_Chicago,DC_Rio,Laptop,192,167,66,5,1,37440,Truck
2025-06-01,Supplier_C,India,Manu_Z,Europe,WH_Berlin,DC_Seoul,Router,1582,274,97,6,1,514150,Air
2024-02-06,Supplier_C,Germany,Manu_X,America,WH_Tokyo,DC_Paris,Phone,1345,224,81,5,0,334905,Rail
2024-02-19,Supplier_B,USA,Manu_Y,America,WH_Berlin,DC_Rio,Laptop,519,83,100,6,0,61242,Rail
2023-10-29,Supplier_B,Germany,Manu_X,Europe,WH_Tokyo,DC_Toronto,Phone,769,154,19,5,0,154569,Rail
2024-02-07,Supplier_A,India,Manu_X,Europe,WH_Tokyo,DC_Seoul,Monitor,963,157,49,9,2,193563,Truck
2025-01-05,Supplier_B,Germany,Manu_Z,Asia,WH_Berlin,DC_Toronto,Tablet,1803,86,40,5,2,286677,Rail
2024-05-09,Supplier_C,India,Manu_Y,Europe,WH_Tokyo,DC_Paris,Laptop,1046,275,48,4,1,356686,Sea
2024-08-02,Supplier_D,Japan,Manu_Z,Europe,WH_Berlin,DC_Toronto,Phone,416,88,26,7,1,54496,Rail
2023-11-16,Supplier_B,India,Manu_X,Asia,WH_Berlin,DC_Paris,Router,672,245,84,4,0,210336,Truck
2024-07-01,Supplier_D,USA,Manu_X,America,WH_Tokyo,DC_Rio,Tablet,1292,253,75,4,1,377264,Rail
2025-01-21,Supplier_B,USA,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Laptop,513,102,84,7,0,92853,Truck
2024-12-19,Supplier_C,Germany,Manu_Y,Europe,WH_Delhi,DC_Mumbai,Laptop,244,75,15,6,2,36844,Rail
2024-05-15,Supplier_B,China,Manu_Y,America,WH_Tokyo,DC_Mumbai,Laptop,383,74,60,8,2,58216,Rail
2024-04-22,Supplier_B,Brazil,Manu_X,America,WH_SaoPaulo,DC_Rio,Monitor,658,75,11,5,2,95410,Rail
2024-07-02,Supplier_D,China,Manu_Z,America,WH_Chicago,DC_Mumbai,Tablet,303,61,54,3,0,30300,Rail
2025-01-14,Supplier_A,China,Manu_Y,Asia,WH_SaoPaulo,DC_Seoul,Phone,1333,273,33,8,1,495876,Sea
2024-05-27,Supplier_D,Germany,Manu_Y,Europe,WH_Tokyo,DC_Paris,Phone,1191,89,70,8,0,170313,Air
2024-11-25,Supplier_D,Japan,Manu_Z,America,WH_Tokyo,DC_Rio,Laptop,572,292,92,7,2,194480,Rail
2024-08-21,Supplier_A,China,Manu_X,Asia,WH_Tokyo,DC_Rio,Tablet,1703,203,74,3,2,417235,Rail
2025-03-27,Supplier_D,Brazil,Manu_X,America,WH_Delhi,DC_Paris,Monitor,719,262,91,7,0,227204,Sea
2025-01-28,Supplier_A,Japan,Manu_X,America,WH_Berlin,DC_Seoul,Monitor,565,256,81,3,0,193795,Truck
2024-04-09,Supplier_A,Japan,Manu_Z,Asia,WH_Tokyo,DC_Rio,Phone,1600,271,75,5,0,532800,Rail
2023-08-10,Supplier_B,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Mumbai,Laptop,386,122,52,10,0,82990,Sea
2024-08-21,Supplier_C,India,Manu_Z,Europe,WH_Tokyo,DC_Paris,Tablet,928,270,34,6,0,273760,Sea
2024-05-15,Supplier_C,China,Manu_X,Europe,WH_Chicago,DC_Seoul,Phone,1330,247,36,10,1,400330,Truck
2024-10-22,Supplier_C,India,Manu_Z,Europe,WH_Berlin,DC_Rio,Tablet,1613,64,48,7,0,248402,Sea
2025-03-06,Supplier_D,Germany,Manu_X,America,WH_Delhi,DC_Rio,Router,1503,209,28,4,0,390780,Rail
2023-12-07,Supplier_B,Japan,Manu_Y,America,WH_Tokyo,DC_Toronto,Monitor,723,259,19,7,0,236421,Sea
2024-11-19,Supplier_B,China,Manu_Y,Asia,WH_Delhi,DC_Rio,Phone,1053,65,64,3,1,117936,Rail
2025-01-07,Supplier_A,India,Manu_Y,America,WH_SaoPaulo,DC_Toronto,Laptop,122,207,69,7,1,34648,Rail
2024-10-05,Supplier_D,Germany,Manu_Z,Europe,WH_Chicago,DC_Rio,Laptop,637,200,17,6,0,190463,Sea
2023-12-21,Supplier_C,China,Manu_Z,Europe,WH_Tokyo,DC_Seoul,Router,1448,129,64,2,0,241816,Sea
2024-01-24,Supplier_D,India,Manu_Y,Asia,WH_Berlin,DC_Paris,Router,766,117,24,3,0,113368,Air
2025-04-22,Supplier_D,USA,Manu_X,Asia,WH_Berlin,DC_Paris,Router,1891,142,55,4,1,376309,Rail
2024-03-04,Supplier_D,Japan,Manu_X,America,WH_Chicago,DC_Paris,Tablet,1614,242,33,4,1,516480,Sea
2024-04-24,Supplier_A,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Rio,Monitor,218,280,46,5,0,66926,Air
2025-07-18,Supplier_C,China,Manu_Y,America,WH_SaoPaulo,DC_Paris,Tablet,879,134,77,6,0,166131,Air
2024-03-02,Supplier_A,Germany,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Monitor,831,225,33,5,1,220215,Truck
2025-03-16,Supplier_C,Japan,Manu_Z,Asia,WH_Berlin,DC_Rio,Router,740,284,95,3,1,239760,Air
2025-01-13,Supplier_D,USA,Manu_Z,Europe,WH_Tokyo,DC_Rio,Router,1556,289,80,7,1,541488,Sea
2024-09-03,Supplier_A,Germany,Manu_Z,Asia,WH_Delhi,DC_Seoul,Router,361,137,94,6,0,58121,Sea
2024-04-16,Supplier_C,Japan,Manu_X,Asia,WH_SaoPaulo,DC_Rio,Router,173,299,56,4,0,65740,Truck
2024-01-03,Supplier_B,Germany,Manu_Z,America,WH_Delhi,DC_Paris,Tablet,1369,267,10,8,1,458615,Truck
2025-04-11,Supplier_B,China,Manu_Y,Europe,WH_Tokyo,DC_Seoul,Tablet,286,124,74,4,1,41470,Truck
2025-04-05,Supplier_D,USA,Manu_Z,Europe,WH_SaoPaulo,DC_Paris,Laptop,1807,131,89,9,0,332488,Truck
2024-09-21,Supplier_B,USA,Manu_Z,America,WH_Berlin,DC_Rio,Laptop,1128,157,71,5,2,241392,Rail
2023-10-22,Supplier_B,China,Manu_Z,Europe,WH_SaoPaulo,DC_Seoul,Monitor,1777,95,48,9,1,209686,Sea
2024-11-16,Supplier_D,USA,Manu_Y,Europe,WH_Chicago,DC_Seoul,Tablet,1452,192,98,10,1,360096,Sea
2024-09-05,Supplier_C,China,Manu_Z,Asia,WH_Tokyo,DC_Seoul,Router,1196,141,68,8,2,252356,Air
2024-02-27,Supplier_A,Brazil,Manu_Z,Asia,WH_SaoPaulo,DC_Seoul,Laptop,417,165,71,3,1,107169,Truck
2023-12-10,Supplier_D,Brazil,Manu_X,Europe,WH_Chicago,DC_Rio,Laptop,901,50,38,8,1,64872,Truck
2025-08-03,Supplier_B,India,Manu_Z,America,WH_Chicago,DC_Seoul,Router,1819,217,65,7,0,443836,Air
2025-05-06,Supplier_A,Brazil,Manu_X,America,WH_Chicago,DC_Paris,Tablet,1702,83,93,7,1,277426,Truck
2025-07-06,Supplier_C,Brazil,Manu_Z,Europe,WH_Delhi,DC_Seoul,Monitor,1115,235,46,3,1,348995,Sea
2025-03-10,Supplier_A,China,Manu_X,Europe,WH_SaoPaulo,DC_Toronto,Laptop,1920,115,32,4,1,318720,Sea
2024-06-03,Supplier_C,USA,Manu_X,Europe,WH_Delhi,DC_Seoul,Tablet,298,270,36,3,0,91784,Rail
2024-07-21,Supplier_B,China,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Monitor,463,292,38,10,1,145382,Sea
2023-08-26,Supplier_D,China,Manu_X,Europe,WH_Tokyo,DC_Paris,Phone,1882,68,41,5,1,171262,Truck
2024-07-26,Supplier_D,India,Manu_Z,Asia,WH_Delhi,DC_Mumbai,Tablet,178,85,80,10,1,22606,Truck
2024-05-14,Supplier_C,USA,Manu_X,Asia,WH_Chicago,DC_Paris,Monitor,1269,270,85,3,0,378162,Air
2024-06-21,Supplier_B,India,Manu_X,Asia,WH_Tokyo,DC_Rio,Laptop,877,174,45,10,0,225389,Sea
2023-12-26,Supplier_B,Germany,Manu_X,Europe,WH_Berlin,DC_Mumbai,Phone,1585,72,49,8,0,210805,Sea
2023-11-29,Supplier_C,Germany,Manu_X,Asia,WH_Tokyo,DC_Toronto,Laptop,1435,237,57,5,0,476420,Air
2024-06-10,Supplier_C,Germany,Manu_X,Europe,WH_Tokyo,DC_Rio,Tablet,1643,96,17,10,0,251379,Sea
2025-06-23,Supplier_C,China,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Router,465,66,58,9,0,61845,Sea
2024-03-21,Supplier_B,USA,Manu_Y,Asia,WH_Berlin,DC_Paris,Laptop,1078,140,83,4,1,240394,Rail
2024-09-06,Supplier_A,Japan,Manu_X,America,WH_SaoPaulo,DC_Toronto,Phone,1206,216,87,4,0,325620,Rail
2025-04-30,Supplier_D,Germany,Manu_X,Asia,WH_Delhi,DC_Seoul,Monitor,509,163,96,2,2,105872,Sea
2024-06-30,Supplier_A,Germany,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Laptop,1661,101,97,5,1,257455,Air
2023-09-05,Supplier_A,Brazil,Manu_X,America,WH_Chicago,DC_Toronto,Router,1081,154,44,5,1,195661,Truck
2024-10-28,Supplier_C,India,Manu_Z,Europe,WH_Chicago,DC_Toronto,Tablet,418,234,21,3,1,117040,Rail
2024-01-25,Supplier_A,USA,Manu_X,America,WH_Berlin,DC_Seoul,Phone,1108,106,100,4,0,172848,Rail
2024-06-21,Supplier_B,USA,Manu_Y,America,WH_Delhi,DC_Toronto,Phone,781,112,47,6,0,125741,Rail
2025-01-04,Supplier_A,Brazil,Manu_X,Europe,WH_Chicago,DC_Paris,Router,433,161,56,6,3,79672,Sea
2023-09-23,Supplier_C,USA,Manu_X,Asia,WH_Tokyo,DC_Rio,Monitor,705,147,79,9,1,139590,Rail
2023-08-21,Supplier_D,USA,Manu_X,Asia,WH_Delhi,DC_Mumbai,Monitor,1801,118,87,5,0,266548,Sea
2025-07-20,Supplier_A,China,Manu_Z,Asia,WH_Chicago,DC_Paris,Tablet,1417,284,98,5,0,493116,Rail
2023-08-11,Supplier_A,USA,Manu_X,Europe,WH_Delhi,DC_Mumbai,Router,1307,234,62,6,0,420854,Truck
2024-03-07,Supplier_D,China,Manu_X,America,WH_Tokyo,DC_Mumbai,Tablet,880,218,50,7,0,275440,Rail
2024-04-17,Supplier_C,USA,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Router,1982,93,46,2,1,374598,Rail
2024-05-31,Supplier_C,India,Manu_Y,Europe,WH_SaoPaulo,DC_Seoul,Tablet,1811,175,64,9,0,354956,Truck
2024-02-07,Supplier_A,USA,Manu_Y,Europe,WH_Chicago,DC_Paris,Router,710,163,73,4,0,139160,Sea
2024-10-01,Supplier_B,Brazil,Manu_Y,Europe,WH_Tokyo,DC_Rio,Laptop,1890,58,48,9,0,158760,Sea
2023-09-09,Supplier_D,USA,Manu_X,America,WH_Chicago,DC_Rio,Phone,575,248,21,7,0,199525,Truck
2024-03-05,Supplier_B,Brazil,Manu_X,Asia,WH_Berlin,DC_Mumbai,Laptop,1962,88,19,7,1,349236,Sea
2025-07-12,Supplier_A,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Seoul,Tablet,1610,255,36,10,0,494270,Sea
2023-10-02,Supplier_C,Brazil,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Laptop,673,77,17,8,1,72684,Sea
2025-01-15,Supplier_D,USA,Manu_Y,Asia,WH_Chicago,DC_Toronto,Monitor,561,187,67,5,1,148665,Air
2024-12-03,Supplier_B,China,Manu_Z,Asia,WH_Chicago,DC_Toronto,Laptop,927,56,52,2,0,96408,Air
2023-08-08,Supplier_B,Brazil,Manu_Z,Asia,WH_Delhi,DC_Seoul,Tablet,1172,205,34,4,3,298860,Rail
2025-07-12,Supplier_A,USA,Manu_X,Europe,WH_Berlin,DC_Paris,Monitor,1582,57,22,5,1,224644,Air
2024-05-26,Supplier_D,China,Manu_Z,America,WH_Chicago,DC_Paris,Laptop,1379,154,13,10,0,257873,Truck
2025-05-27,Supplier_B,Brazil,Manu_X,America,WH_SaoPaulo,DC_Rio,Router,1720,152,17,6,1,426560,Truck
2025-04-30,Supplier_D,Brazil,Manu_Y,America,WH_SaoPaulo,DC_Seoul,Router,1122,61,87,2,0,154836,Rail
2025-04-13,Supplier_C,USA,Manu_Y,Asia,WH_Berlin,DC_Seoul,Laptop,1036,156,63,9,0,232064,Sea
2024-05-12,Supplier_B,China,Manu_Y,Asia,WH_SaoPaulo,DC_Mumbai,Monitor,537,129,62,5,0,102567,Rail
2025-06-03,Supplier_C,USA,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Tablet,807,81,100,9,2,133962,Air
2023-08-14,Supplier_D,Brazil,Manu_Z,Europe,WH_Tokyo,DC_Mumbai,Laptop,1071,138,65,4,0,237762,Truck
2024-03-01,Supplier_D,Japan,Manu_X,Europe,WH_Chicago,DC_Seoul,Phone,784,50,76,7,0,95648,Truck
2024-04-26,Supplier_A,USA,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Router,208,259,23,5,1,69472,Rail
2025-06-24,Supplier_B,India,Manu_Z,Europe,WH_Delhi,DC_Toronto,Tablet,698,162,53,7,0,143788,Air
2023-08-25,Supplier_D,China,Manu_Y,Asia,WH_Chicago,DC_Mumbai,Router,422,159,74,8,1,95794,Sea
2024-07-13,Supplier_A,Germany,Manu_Z,Europe,WH_Delhi,DC_Paris,Router,636,130,15,3,0,115116,Rail
2024-11-05,Supplier_C,China,Manu_Y,America,WH_Delhi,DC_Seoul,Monitor,1148,268,84,5,2,389172,Rail
2024-09-24,Supplier_B,Brazil,Manu_X,Europe,WH_Chicago,DC_Seoul,Tablet,817,67,76,10,0,106210,Air
2024-07-11,Supplier_C,USA,Manu_Y,Europe,WH_SaoPaulo,DC_Seoul,Router,1788,79,60,8,0,219924,Air
2023-11-18,Supplier_B,USA,Manu_Y,America,WH_Delhi,DC_Seoul,Router,753,210,22,8,0,198792,Rail
2025-06-24,Supplier_D,USA,Manu_Z,Asia,WH_Delhi,DC_Paris,Phone,1434,293,58,9,0,511938,Air
2024-03-06,Supplier_C,India,Manu_Y,Europe,WH_Tokyo,DC_Mumbai,Router,503,90,67,2,0,90540,Sea
2024-06-21,Supplier_A,Germany,Manu_X,Europe,WH_Chicago,DC_Mumbai,Laptop,474,216,44,3,0,127980,Sea
2024-01-08,Supplier_C,China,Manu_Z,America,WH_Tokyo,DC_Paris,Laptop,1489,111,48,7,1,198037,Truck
2025-07-09,Supplier_B,China,Manu_Y,Asia,WH_Chicago,DC_Paris,Laptop,437,245,83,9,1,120612,Air
2023-09-21,Supplier_A,USA,Manu_Y,Europe,WH_Chicago,DC_Paris,Laptop,1404,288,43,9,2,480168,Air
2024-12-29,Supplier_C,India,Manu_Y,America,WH_Delhi,DC_Toronto,Laptop,239,171,67,3,2,46127,Air
2025-06-22,Supplier_C,Germany,Manu_Z,Asia,WH_SaoPaulo,DC_Mumbai,Router,1872,184,34,3,0,449280,Rail
2023-08-10,Supplier_C,China,Manu_Y,America,WH_Chicago,DC_Rio,Router,873,260,79,4,0,293328,Truck
2024-02-14,Supplier_B,Japan,Manu_X,Europe,WH_Chicago,DC_Seoul,Tablet,263,220,38,2,0,80741,Air
2025-07-07,Supplier_B,USA,Manu_Y,Europe,WH_Delhi,DC_Mumbai,Phone,1037,151,96,5,0,215696,Truck
2025-02-26,Supplier_D,USA,Manu_X,Asia,WH_Delhi,DC_Paris,Router,653,291,100,6,1,254017,Air
2025-01-13,Supplier_D,China,Manu_X,Asia,WH_Chicago,DC_Toronto,Phone,452,262,64,4,1,136504,Air
2025-01-13,Supplier_B,USA,Manu_X,Asia,WH_Tokyo,DC_Mumbai,Router,460,274,84,3,0,161000,Rail
2025-08-01,Supplier_C,Germany,Manu_X,America,WH_Tokyo,DC_Rio,Tablet,627,116,22,8,1,118503,Truck
2023-10-13,Supplier_B,India,Manu_Y,America,WH_Delhi,DC_Mumbai,Monitor,252,265,29,9,2,77616,Sea
2024-02-23,Supplier_C,India,Manu_X,Europe,WH_Chicago,DC_Mumbai,Tablet,1694,145,59,9,0,343882,Sea
2024-02-15,Supplier_C,India,Manu_X,Europe,WH_SaoPaulo,DC_Seoul,Laptop,568,111,34,8,1,75544,Air
2024-07-13,Supplier_A,China,Manu_X,Asia,WH_Chicago,DC_Toronto,Router,947,268,43,6,0,301146,Sea
2024-04-02,Supplier_C,Japan,Manu_Y,Asia,WH_Delhi,DC_Mumbai,Laptop,109,185,69,5,3,27686,Air
2024-05-23,Supplier_D,Brazil,Manu_X,America,WH_Delhi,DC_Toronto,Phone,191,176,29,2,1,49660,Sea
2023-08-17,Supplier_C,India,Manu_X,America,WH_Chicago,DC_Seoul,Phone,1186,90,67,6,1,181458,Rail
2024-04-03,Supplier_D,China,Manu_Y,Europe,WH_Berlin,DC_Mumbai,Router,1312,196,92,3,0,358176,Sea
2024-11-27,Supplier_A,Germany,Manu_Y,Europe,WH_Chicago,DC_Rio,Tablet,1879,83,18,6,0,325067,Rail
2025-04-22,Supplier_C,China,Manu_X,America,WH_Delhi,DC_Paris,Laptop,1371,222,66,8,2,396219,Sea
2024-04-26,Supplier_C,China,Manu_Y,Asia,WH_Tokyo,DC_Toronto,Laptop,1630,121,81,8,2,262430,Truck
2024-12-19,Supplier_C,Japan,Manu_Z,Europe,WH_Berlin,DC_Rio,Phone,1391,247,38,7,1,411736,Air
2024-03-19,Supplier_A,India,Manu_X,Asia,WH_Berlin,DC_Seoul,Monitor,346,257,85,9,1,97226,Air
2023-08-17,Supplier_D,USA,Manu_Y,Europe,WH_SaoPaulo,DC_Paris,Monitor,1775,107,21,8,1,275125,Truck
2024-05-20,Supplier_A,China,Manu_Z,Asia,WH_Tokyo,DC_Paris,Phone,546,108,49,10,3,95550,Sea
2024-08-28,Supplier_C,USA,Manu_Z,America,WH_SaoPaulo,DC_Toronto,Monitor,999,242,12,4,0,310689,Truck
2024-06-17,Supplier_D,USA,Manu_Z,America,WH_Tokyo,DC_Toronto,Router,618,275,31,5,0,216300,Sea
2024-05-30,Supplier_C,China,Manu_Y,Asia,WH_Tokyo,DC_Rio,Tablet,819,61,82,7,3,67158,Rail
2024-01-08,Supplier_A,Brazil,Manu_Y,Europe,WH_Berlin,DC_Paris,Tablet,1865,286,95,2,1,635965,Truck
2024-11-22,Supplier_A,India,Manu_X,America,WH_SaoPaulo,DC_Toronto,Monitor,1986,72,43,9,0,224418,Sea
2024-03-18,Supplier_B,Brazil,Manu_Y,Europe,WH_Chicago,DC_Mumbai,Router,1389,236,29,6,0,463926,Sea
2023-11-06,Supplier_B,Japan,Manu_Y,America,WH_Chicago,DC_Seoul,Tablet,1405,283,12,3,1,448195,Air
